5,0.9055410623550415
10,0.872401237487793
41,0.8589184880256653
45,0.8419831991195679
55,0.735200822353363
58,0.4875216484069824
79,0.14891675114631653
104,0.010287271812558174
127,0.8030543327331543
129,0.4883311688899994
138,0.6812480092048645
141,0.16978450119495392
159,0.32670077681541443
181,0.014838100410997868
182,0.025947339832782745
197,0.05351504310965538
199,0.21445509791374207
222,0.2782450318336487
223,0.01999620907008648
241,0.00023915499332360923
251,0.8413169980049133
258,0.023430490866303444
261,0.0599881112575531
265,0.6553896069526672
272,0.626203179359436
273,0.2539117932319641
278,0.65742027759552
279,0.055410124361515045
280,0.11067572981119156
287,0.6027225852012634
295,0.3517427146434784
307,0.3400759994983673
317,0.0010625325376167893
359,0.003829493187367916
365,0.31052541732788086
377,0.760493278503418
381,0.5179457068443298
388,0.9621507525444031
399,0.0901123434305191
435,0.0038438986521214247
466,0.003168333787471056
502,0.1738344430923462
503,0.01008429192006588
531,0.8869578838348389
