2,0.04406063258647919
31,0.885428249835968
35,0.565514087677002
45,0.008916464634239674
65,0.7607872486114502
101,0.7375007271766663
105,0.01307934895157814
107,0.2519516050815582
117,0.03853849321603775
124,0.09343399852514267
134,0.015822600573301315
163,0.4683084189891815
176,0.933350145816803
188,0.23783352971076965
254,0.06390219181776047
273,0.037533633410930634
300,0.7775105237960815
303,0.12870095670223236
315,0.029730174690485
323,0.40368297696113586
331,0.6750948429107666
349,0.9280965328216553
352,0.19856998324394226
363,0.0053598349913954735
