78,0.7674526572227478
98,0.012217864394187927
107,0.040302157402038574
111,0.05113808438181877
131,0.016899235546588898
220,0.0011236778227612376
222,0.003721245564520359
223,0.15273167192935944
243,0.018552666530013084
252,0.6125000715255737
262,0.026002012193202972
277,0.012947311624884605
342,0.278338760137558
363,0.8495858907699585
381,0.1232869103550911
410,0.2018008530139923
414,0.04050154983997345
428,0.906840443611145
444,0.03350507840514183
452,0.2696792185306549
484,0.004515224602073431
519,0.9216744303703308
544,0.021281611174345016
545,0.0026050256565213203
549,0.08878635615110397
566,0.013173498213291168
605,0.016720782965421677
641,0.959720253944397
653,0.1925402581691742
669,0.6586524248123169
687,0.6038714051246643
694,0.14925387501716614
759,0.051286812871694565
778,0.17352567613124847
779,0.024102700874209404
794,0.08878108859062195
824,0.008548172190785408
829,0.27084586024284363
832,0.07215864211320877
847,0.7704145908355713
851,0.1793922483921051
876,0.279080331325531
877,0.2829846143722534
888,0.8359836339950562
918,0.029670950025320053
951,0.017040973529219627
982,0.9052385687828064
986,0.6614750623703003
1021,0.04141322523355484
