34,0.0005020384560339153
59,0.2686114013195038
60,0.006374790333211422
62,0.3484155535697937
66,0.6874992847442627
76,0.2873150408267975
83,0.9337931871414185
89,0.8351958990097046
95,0.5837702751159668
98,0.3571513295173645
100,0.2900865077972412
112,0.3039213716983795
113,0.12401971220970154
122,0.9164421558380127
148,0.23811981081962585
150,0.018352694809436798
151,0.11271919310092926
174,0.630331814289093
182,0.2868463695049286
204,0.04113364592194557
212,0.7475458383560181
220,0.5712869763374329
